DATE,MAIN,VOO,QQQ
2025-04-23,1911.72,1425.49,1398.08
2025-04-24,1917.1,1455.17,1437.26
2025-04-25,1932.54,1465.8,1453.22
2025-04-26,1931.42,1465.8,1453.22
2025-04-27,1913.01,1465.8,1453.22
2025-04-28,1961.89,1491.32,1477.39
2025-04-29,1947.08,1500.28,1487.11
2025-04-30,1945.01,1501.01,1486.93
2025-05-01,1993.06,1511.55,1506.27
2025-05-02,2001.65,1533.04,1528.55
2025-05-03,1979.93,1533.04,1528.55
2025-05-04,1946.98,1533.04,1528.55
2025-05-05,1980.41,1549.72,1544.14
2025-05-06,2022.5,1536.64,1529.83
2025-05-07,2027.13,1543.52,1535.81
2025-05-08,2162.39,1553.73,1551.61
2025-05-09,2159.73,1551.68,1550.6
2025-05-10,2205.8,1551.68,1550.6
2025-05-11,2189.66,1551.68,1550.6
2025-05-12,2187.77,1627.78,1638.4
2025-05-13,2219.5,1638.39,1663.29
2025-05-14,2204.17,1640.41,1673.22
2025-05-15,2205.07,1648.39,1675.05
2025-05-16,2200.13,1658.94,1682.32
2025-05-17,2192.09,1658.94,1682.32
2025-05-18,2263.27,1658.94,1682.32
2025-05-19,2269.64,1685.9,1709.19
2025-05-20,2294.63,1679.96,1703.52
2025-05-21,2356.65,1652.09,1679.92
2025-05-22,2401.49,1652.85,1683.06
2025-05-23,2304.74,1641.78,1667.52
2025-05-24,2315.37,1641.78,1667.52
2025-05-25,2341.43,1641.78,1667.52
2025-05-26,2350.2,1641.78,1667.52
2025-05-27,2366.94,1700.75,1732.12
2025-05-28,2340.91,1691.12,1724.47
2025-05-29,2293.73,1697.58,1727.84
2025-05-30,2253.85,1695.84,1725.13
2025-05-31,2267.14,1695.84,1725.13
2025-06-01,2288.79,1695.84,1725.13
2025-06-02,2320.05,1730.86,1763.94
2025-06-03,2309.9,1740.6,1777.68
2025-06-04,2294.14,1739.5,1782.62
2025-06-05,2221.74,1731.42,1769.25
2025-06-06,2283.76,1748.98,1786.48
2025-06-07,2311.58,1748.98,1786.48
2025-06-08,2315.02,1748.98,1786.48
2025-06-09,2440.06,1775.8,1814.07
2025-06-10,2441.18,1785.85,1826.03
2025-06-11,2405.91,1780.95,1819.89
2025-06-12,2343.07,1787.64,1824.15
2025-06-13,2345.65,1767.87,1801.32
2025-06-14,2331.5,1767.87,1801.32
2025-06-15,2332.78,1767.87,1801.32
2025-06-16,2358.94,1784.82,1826.3
2025-06-17,2335.86,1794.97,1833.79
2025-06-18,2342.33,1794.61,1833.48
2025-06-19,2338.04,1794.61,1833.48
2025-06-20,2305.32,1789.68,1826.01
2025-06-21,2279.73,1789.68,1826.01
2025-06-22,2250.81,1789.68,1826.01
2025-06-23,2380.57,1832.53,1871.33
